model_name,chinese,coding,creative_writing,english,exclude_ties,expert,french,german,hard_prompts,hard_prompts_english,industry_business_and_management_and_financial_operations,industry_entertainment_and_sports_and_media,industry_legal_and_government,industry_life_and_physical_and_social_science,industry_mathematical,industry_medicine_and_healthcare,industry_software_and_it_services,industry_writing_and_literature_and_language,instruction_following,japanese,korean,longer_query,math,multi_turn,overall,russian,spanish
glm-5,1535.6196740365785,1488.554754812871,1445.0044260851478,1466.7268709385905,1459.2126740652523,1484.1148893749425,1475.02543764253,1454.6446102775851,1475.9456280448637,1480.69346079895,1447.7920824253547,1431.2549291639107,1468.0074063056356,1487.4281382075037,1468.4806555165255,1498.7646362521368,1481.8369694893838,1441.4077920726972,1447.6575608743933,,1431.2634374745858,1460.9414103048537,1458.2582085168342,1460.8947913876445,1455.5650045457005,1446.816831639903,1440.0707680663315
glm-5.1,1514.2962321951836,1520.2869416150013,1451.7111310912758,1479.369488366437,1480.4108735077693,1484.6372993113598,,,1494.2522136367643,1500.5308526050574,1464.7648172560143,1455.81271613318,1460.9131662831041,1498.8318558288668,1465.7111728852562,1470.9102211246243,1510.0311689117414,1448.4631120375864,1460.6967311204637,,,1503.07071587423,1457.3534535230058,1478.8952649217124,1467.4384006504638,1442.9690338782607,
gpt-3.5-turbo-0125,1207.9827908429902,1271.6832066751365,1187.0486305459706,1235.039468612969,1110.5662427727402,1190.2303791537784,1237.9059508446378,1198.1047445514014,1226.4141202797077,1237.4601917532286,1204.1099475634103,1193.7711363739224,1253.6085094645027,1226.7768645894193,1192.4981002510926,1236.2958046941676,1244.5662959934218,1221.6032912553837,1209.0454418980808,1141.0022971865012,1152.5586798982015,1216.9605482407835,1197.417667492059,1199.1920451899389,1222.7926269603327,1215.1952684753455,1227.6276980776254
gpt-3.5-turbo-1106,1159.7326977627258,1258.9774220402423,1151.4352960306892,1218.1118192042727,1079.5407808355394,1207.3820625064252,1195.4214258194897,1173.2232277362132,1225.54345241997,1237.7783974471804,1156.4733674117854,1159.8960752240973,1208.9807536059918,1203.9221191730417,1198.8180309233792,1188.392376112933,1227.3574548565564,1187.4784078233092,1190.7484865957167,,,1182.4821820705793,1200.441524410266,1169.3144901532733,1201.1721373169764,1175.3827474893756,1209.793716312533
gpt-4-0125-preview,1312.0855767586786,1330.1085893143688,1279.5440240017863,1323.7113727614974,1244.7829812633934,1276.9500205240806,1342.6450316942194,1295.488929909649,1305.7819673945282,1317.786996505763,1285.8548791824958,1286.674624582262,1328.2073032345058,1318.9344753243329,1297.2927163199274,1317.5224047489442,1319.9030225803228,1303.5144445047536,1287.278934274891,1250.9412357336828,1245.4147182888037,1305.284002822701,1298.4118487343108,1291.1960203858669,1312.3224680653207,1291.7918564978872,1302.0616242750834
gpt-4-0314,1286.0170896958534,1326.4152848148221,1253.0864222813002,1299.6856720414703,1201.4184268345828,1258.3197118471192,1313.4990766463652,1278.0914793861405,1303.4240264279708,1312.2580640234523,1249.1332708672671,1262.0347127882005,1297.9147186517548,1289.094243513764,1286.1804435250456,1278.003160496719,1303.9215674943705,1280.7559148229384,1279.508358462882,1216.6622770576007,1188.845354256096,1274.0728333005632,1281.061660909642,1271.8051921830024,1285.7458966625695,1265.0548455410667,1280.4619300445177
gpt-4-0613,1256.4358181093532,1311.228376213573,1264.0763990448895,1291.1505873997799,1186.1300268015457,1246.5316048246782,1277.063171214768,1254.497248092789,1286.7424712001196,1298.7165975731791,1236.1907796813057,1266.5672383784704,1276.9310224244934,1279.2086167163654,1266.343816930539,1272.0423024685829,1284.9852934328037,1281.8310482895672,1270.9685817679888,1200.551443772822,1177.4457569032606,1274.9906969278782,1273.0186745247624,1260.270678162717,1273.8685878636093,1253.5924285376284,1264.8679414073372
gpt-4-1106-preview,1314.5740902935381,1337.538188659747,1285.5567669631087,1324.1701727351804,1245.0638993896741,1285.7936533634397,1344.4718055244036,1300.0888493401471,1310.8572832771872,1323.0656520334092,1281.7425857760768,1289.267437411616,1315.6744467210183,1321.5790482378586,1307.8722054368407,1306.470697887184,1323.63041141423,1305.708614008921,1292.9945242755907,1262.3778304506604,1255.0447530542951,1298.669931695193,1302.356318217086,1297.4853787680627,1311.9816183087332,1298.72647314656,1311.2731353124836
gpt-4-turbo-2024-04-09,1316.2225081837983,1346.1379365806104,1321.877788665032,1340.4469073289824,1266.9091734452043,1294.0051113539125,1340.0276790800212,1312.3320935218344,1315.4182508941672,1328.508267496541,1295.3766596992466,1312.9835581091247,1338.6702101220772,1329.0054656356397,1298.0899723163802,1331.7114942239937,1336.2698912867013,1327.9352997194032,1300.5139601344108,1249.9564553705918,1263.7243711719711,1315.1078526725887,1295.6163608162383,1312.2281386121124,1323.401909167037,1310.82280873217,1312.5730822962482
gpt-4.1-2025-04-14,1416.428780040121,1455.758727152149,1402.078539759502,1421.6249176752117,1401.7978352321468,1405.0148345814791,1423.729298787471,1408.0899186844524,1430.7991201910563,1436.490698391018,1415.4802805980155,1399.5030048371925,1438.2060330313595,1424.5882441200893,1371.7211611461707,1435.3691296589839,1442.0125006576504,1402.929044383492,1401.10398304127,1341.8213037238363,1377.512186931948,1423.9177751241052,1373.749604857316,1429.9181527523403,1413.0479509704674,1406.1165407321948,1401.0445671391535
gpt-4.1-mini-2025-04-14,1383.235833129464,1433.052202902749,1348.567606992685,1397.1900728884991,1359.1534046836175,1383.5949351186723,1408.3519644722792,1390.499961963045,1402.290558237438,1412.5100405840212,1382.3197616285865,1347.8525882114438,1398.9414223807355,1385.565255860231,1363.8150161020062,1400.634375715486,1418.7834432136005,1359.140889507681,1371.4681327020267,1322.208140768445,1345.6163623575947,1388.7981468797996,1354.338045601549,1392.1219825266521,1382.1183908074966,1359.6863016236518,1355.8776177355835
gpt-4.1-nano-2025-04-14,1321.3282981427692,1373.4319618636678,1306.3176586292534,1339.2263116445238,1266.5163881152596,1312.9977391467385,,1319.7131811009185,1332.8117516278246,1338.71541750436,1323.302949141062,1286.5055655360886,1352.9728828084417,1350.1454232545611,1279.8630595038435,1345.9860747826474,1362.0107850697023,1297.7219147667172,1299.9392701579093,1231.342628087508,,1324.67995753059,1274.5030120179729,1314.023238512201,1321.4151351727235,1298.7029887726867,
gpt-4.5-preview-2025-02-27,1457.1195282407218,1458.656666354607,1435.8089985535134,1447.0411061082125,1452.3562624952976,1429.364713959106,1446.9102525324977,1475.034591144638,1440.5839536687672,1443.9232544040171,1426.73700830383,1434.9720033275378,1468.5179118181586,1449.0975501787525,1413.5428240104009,1451.8148850068421,1458.9003654125338,1445.9289782338553,1436.1047296399338,1438.5832421490709,1412.9002712673976,1442.813020237861,1409.5748000351132,1466.3178198339288,1444.1652113103899,1445.0559299625481,
gpt-4o-2024-05-13,1338.137185647464,1368.1976435374827,1336.7969183608038,1355.6112110349347,1304.560561743479,1309.0865348390626,1363.7569641650025,1329.0578216166546,1336.839391170219,1347.95072871224,1323.6615553998286,1336.9157468333242,1372.446272774906,1355.4953656535172,1308.9441930371888,1356.2966223134524,1359.939628905629,1343.2756267728407,1323.3774604423434,1303.7106903483686,1293.8455403556006,1330.6764837410624,1304.1786433081793,1340.1556800607932,1345.0994925714133,1330.0767917658654,1338.8664317534435
gpt-4o-2024-08-06,1329.141744262768,1359.7484404892393,1325.846718214852,1347.189678802579,1285.9410169219072,1308.436929311978,1332.2114599816446,1312.9757491149721,1326.2555344643283,1338.085904992103,1304.792709559883,1323.6860575160053,1349.4952508322663,1349.8893636336109,1311.1982002056725,1347.0661248866495,1347.009910861857,1338.8848038123365,1316.0965972148124,1290.5488520255312,1288.51063399244,1337.1146747728235,1307.630358257048,1326.3864393560148,1334.2927555890033,1321.8413502566418,1325.3424194145505
gpt-4o-mini-2024-07-18,1315.4321929352109,1348.4479168562593,1294.4972097574316,1328.4039262864762,1261.1931640116468,1283.9793601457045,1341.1152926454224,1298.8198276839412,1311.0782126268716,1320.6924911714339,1312.1657172648383,1284.143707482454,1347.3552293066155,1327.6531804779443,1285.495372989385,1336.7229888997488,1338.6660355721363,1312.7991360777974,1292.4102882646728,1248.7745687403267,1236.5452709334959,1325.6934228318096,1275.6162127632965,1311.3450867124584,1317.2224988063035,1306.6206658611447,1308.0092647766128
gpt-5-chat,1449.3604478370899,1462.3929095865283,1391.314604564887,1431.60791205979,1418.8298452123634,1445.8996399070509,1447.9673889635715,1422.1216710348406,1447.8841262029516,1447.0328231971698,1440.865242988403,1390.6924012234886,1457.4892180658935,1448.35241770069,1410.152696304284,1458.9858959355852,1454.5098860046232,1406.0656090940722,1415.6438519876535,1421.8271425773107,1374.8215153061874,1435.6854574280078,1414.816290467474,1449.3616683339694,1426.0477253145752,1428.6829145579995,1413.224657332894
gpt-5-high,1455.5075660551104,1467.1025050707985,1375.4427708204519,1438.0139830546789,1426.6798911218773,1459.6533105878225,1443.3779964441144,1445.6103071834807,1446.1131699200157,1452.7263630845712,1413.9680142068046,1397.1553136790783,1453.690234559005,1443.9787257445205,1441.9613567527254,1455.7783932105917,1452.174310791241,1397.140271577081,1409.1038641744822,1431.6175887542315,1400.000199647102,1410.6909843040064,1433.0020225417736,1420.350607144136,1433.3695328329193,1427.466780852196,1408.3385691971198
gpt-5-mini-high,1411.0448154375285,1428.6681466757457,1325.90575891611,1397.002610059843,1365.560565697095,1403.8607804977712,1403.8543954235784,1390.3251294346744,1401.7814770619007,1408.8532440492586,1379.8324950805807,1348.7055664749187,1391.7291139392867,1395.9410078929789,1408.643862106346,1400.948539910887,1414.0986097585014,1352.5197384404019,1373.4541359861375,1369.3460119630734,1324.0180799021439,1368.798894131617,1405.420718952513,1372.0142968753837,1389.507960042515,1373.571584998557,1376.326936596273
gpt-5-nano-high,1380.5021215799586,1381.5847866861975,1249.72867499283,1342.655746583934,1291.348794420815,1354.5015025457756,,1351.6033166092168,1353.2552202125319,1366.1186785685372,1335.399847223556,1277.2622066867775,1326.2621376913623,1344.783417310115,1351.2147184689502,1357.343927325911,1370.9675378852785,1289.3952746969105,1324.6369979331932,,1272.7936049365514,1328.3861747232238,1342.3353712956866,1323.0336687516674,1336.4255919739462,1314.0232957187934,1384.8452186307125
gpt-5.1,1478.1490271809587,1474.350204936021,1410.2434511488166,1442.0300234610725,1436.0740191297805,1456.762243174294,1457.2516463277047,1441.069317223758,1455.4346224208714,1457.7801135377836,1442.264106053042,1406.6455977763462,1448.6137980168073,1454.383167827509,1433.8564234588864,1461.856175706678,1466.1416351164157,1424.976183083782,1427.7099998122403,1426.7032966953234,1394.9314855619798,1443.5455555768885,1421.8796163972393,1448.2045406946413,1438.527753368988,1443.8030717368456,1439.2217464498326
gpt-5.1-high,1499.7736512310123,1490.8424108867732,1430.197387822998,1463.1307187341088,1458.1149798609968,1479.9308812306283,1472.9665291348576,1446.0727707663734,1474.550562234426,1479.4620121106598,1446.1243310510756,1420.8324008526174,1456.854841021453,1465.4674004435371,1460.4859353761494,1467.5274845625988,1481.0258341752283,1436.4714074592166,1448.9978839449384,1455.6243404299116,1394.449620158033,1459.2045560063473,1455.0033559050894,1462.585478040986,1454.5865098116806,1453.1024811167906,1448.492161066359
gpt-5.2,1478.1800759152056,1496.7697934811488,1394.237135801311,1441.0275273741852,1437.6361775815303,1462.0123168619864,1474.6433247688758,1440.3627563225473,1466.0823936607344,1463.273054297085,1448.138197139617,1409.3031113750233,1448.0996247810542,1452.0782806775471,1451.6072905848202,1471.6136806177294,1481.5398822043935,1413.9285822186255,1427.9117057455176,1400.3766780694568,1388.5840520378852,1446.249189621841,1439.226913418046,1447.0201851205918,1439.5399224830046,1450.0417242866774,1429.5737874180202
gpt-5.2-chat-latest-20260210,1518.8229302432198,1519.5165229207446,1441.3989109117429,1483.0190876650636,1490.5158940707995,1485.829293546439,1490.6540885992283,1466.3940879566555,1495.3873600630782,1499.7467906984973,1490.51106234825,1444.1551082743902,1464.5670531083124,1484.5586706865386,1462.7949152930723,1498.2824502345554,1515.1160047787355,1453.831194147021,1459.5491770996202,,1398.2585593244694,1470.4124722358406,1457.7783954837257,1497.7034656439303,1477.0447535057742,1478.684288401415,1470.534109349513
gpt-5.2-high,1471.612974725758,1494.2831795388154,1395.6997211130363,1450.360903231367,1438.8759649328215,1475.2694762897838,1491.4359286601664,1464.0176523269645,1464.39948693852,1468.9669163105716,1444.106777757951,1400.8036379928044,1443.27584599236,1452.2239155456514,1465.4277429491717,1462.0506324071762,1476.4865611707323,1411.4492193447172,1430.0433064046717,1425.2016657489437,1387.0974197969228,1439.0940693758178,1460.771642275295,1440.497623195357,1441.693593903116,1430.4018645927154,1430.626926005317
gpt-5.3-chat-latest,1506.4560841979,1507.368634529138,1406.5709434922346,1460.3062429000197,1461.8580992480165,1458.4992939909698,1475.2130136200694,1423.327256147599,1482.5365617478762,1476.7343767907398,1468.0809720461607,1426.5023642880553,1484.9320391863585,1474.3181652295577,1426.0961254954009,1493.125146560512,1494.8297377137453,1430.4286966463926,1438.4598915203135,,1426.6046518919577,1462.7673846729197,1448.170943688396,1474.331018925486,1456.3545860975676,1461.6286340262395,1458.0918969823
gpt-5.4,1522.6710022104166,1509.2268000407387,1427.7535156980161,1468.0005180953328,1473.6635678922657,1497.2025496864958,1466.061335754034,1491.422224665914,1487.0050171330129,1486.6757569258143,1479.4315797436109,1424.5413233549718,1474.927723586992,1472.3997196179657,1475.5659127879153,1473.7497791832702,1494.296349567115,1458.1869901744185,1470.1912634094695,,1405.1620724292256,1481.0848050678576,1461.7513109786091,1483.7694981203979,1465.7912985160328,1461.1144686921346,1475.2597888965106
gpt-5.4-high,1522.8352854694385,1532.2591000612429,1458.8372215305335,1483.2005505967613,1501.0704113745537,1525.834092295581,1531.6634741805863,1504.023263871629,1507.2031510257386,1508.418891667632,1487.7046924643137,1454.5136641942804,1483.4369939686571,1479.6966295345526,1510.7395489341407,1473.9760905829444,1513.7306825581406,1475.6537238770761,1486.0243890391632,,1406.0219709312364,1491.926984116313,1521.7426241416051,1499.496737046198,1483.5629559108127,1500.2776615596456,1465.3564828994417
gpt-5.4-mini-high,1507.2463801864756,1512.2330032062534,1416.7643063899643,1456.9092344917995,1462.8080879295167,1495.2068210908108,1481.6494029897597,,1483.8767665045825,1480.511996559541,1477.1991398936095,1426.5494950256941,1468.6166058116128,1475.4639080918334,1459.1075985658983,1474.9670907395034,1495.6793894381324,1432.0416118363548,1452.9652927147374,,,1469.310015128226,1413.6476127059263,1477.6899943987476,1457.8057890139332,1466.7872031257925,1443.9721085040676
gpt-5.4-nano-high,1419.061430262931,1464.6426065173134,1340.0856410808349,1412.139706514617,1385.1165716506289,1461.9026147303323,1409.4245209048415,,1417.2236417786796,1427.3314626222223,1408.7333103152728,1355.982511157028,1403.3466084865772,1417.5828185714897,1441.1071418180022,1439.9401482793257,1450.0302912514915,1361.104026249404,1388.252280341444,,,1405.1257888840526,1418.476491228874,1411.578173983989,1402.6511157930827,1379.0849546931775,1432.4824594399558
gpt-oss-120b,1375.73621170764,1390.8256887429066,1280.192748574122,1362.1418232957703,1315.035432979404,1362.3240495944679,1355.6271767652624,1324.4096314395333,1363.0225662883204,1367.3013469932403,1349.1816685256358,1287.5442454345907,1344.5040751089714,1361.9832926641652,1385.2261676128307,1368.2943693375205,1386.0622992412218,1310.4753190648814,1326.4068030915869,1315.5177615066664,1262.7948280759085,1325.8245977430322,1384.1933323130163,1328.155984016506,1353.8159570126713,1334.6363237106593,1364.2520959847202
gpt-oss-20b,1351.634710591531,1368.6451235737297,1238.8558071164587,1331.1576363843715,1262.9427471004087,1319.8938569649715,,1272.0585631548051,1322.651953749773,1338.2938498949047,1322.384743291847,1256.743475209465,1323.8823543776812,1330.0062958426909,1330.896347653333,1356.2569092065842,1358.9333364272977,1273.2608066819107,1279.7612138126847,1258.9038113246907,1286.5095495808664,1300.0424929170683,1336.303354828332,1292.4153581159685,1317.7016189874491,1301.3144597683038,1303.0201335844201
gpt4all-13b-snoozy,,,1061.2429071200877,1092.800836998851,885.1399390890358,,,,1061.9054736789844,1079.7767555948972,,1047.5417044349085,,1063.0146282015714,,,1073.7601219974465,1057.590617169831,1032.0787071337313,,,,995.7259744717444,1026.7115655342232,1064.6463884558389,,
granite-3.0-2b-instruct,1179.0442915540686,1206.5601011091799,1098.593837375464,1199.0998074719982,979.027368440839,1171.4136420444015,,,1175.2281586127128,1190.397910265667,1140.5742140455632,1105.0639479928395,1182.0601691847885,1183.8360289761204,1185.9455376665342,1137.0871308024662,1185.2250748794968,1104.0930169518729,1127.3700478331298,,,1144.7810087387656,1166.5157484375777,1115.2235631474964,1154.8434364434365,1106.3809012494103,
granite-3.0-8b-instruct,1164.707055065607,1237.4379985130395,1134.9448291006993,1235.7152923164058,1030.3903694607966,1198.5932775111248,,,1200.82964880041,1233.3098471767926,1154.1863197612347,1139.579688469415,1194.856203518222,1220.0232458298678,1211.1700949676592,1202.0116193522636,1217.9886017559427,1141.44556271434,1166.7794894213775,,,1200.066647411674,1194.7954288113444,1135.406568581936,1180.8572023676306,1134.6422851641164,
granite-3.1-2b-instruct,1207.4530425761423,1246.3885292506045,1147.3077236303493,1225.9340459538173,1017.3273221272082,1213.2480520401796,,,1217.5136483615859,1235.8078966871185,1216.0962728341829,1147.0428767661024,,1179.0021645039405,1227.619632196076,,1223.0348299142906,1126.478090487056,1169.8209498849697,,,1219.8045035168077,1195.9415818638217,1142.045461577632,1177.884659105705,1109.284541057802,
granite-3.1-8b-instruct,1218.4083515716347,1285.4649718061455,1170.1540431927654,1247.136721919413,1074.2617003245214,1230.3877779719176,,,1229.0273689919936,1247.7984301329327,1228.715655773242,1164.9770751904482,1252.3937294708714,1218.111285948508,1224.1214276805053,,1250.0433627260873,1177.986088744447,1189.0674897780834,,,1228.5292522980326,1188.9952831216729,1155.3268835966708,1207.30879777672,1148.5803598817356,
grok-2-2024-08-13,1340.999985495005,1358.144853000429,1316.9066474032566,1345.1783651866344,1287.7175410215307,1312.2815801513918,1354.0296111040634,1311.5235715836575,1325.6647514566785,1330.2691951125184,1316.1405981005137,1314.0716455743127,1364.412371643536,1351.4439717208365,1298.3897375530678,1356.923156165618,1350.645585624828,1325.6802895066858,1310.4860342575498,1268.3044903319703,1276.8323072667242,1333.9932030990499,1293.2624725359265,1324.5595272375404,1334.7944482846333,1324.1401905784655,1308.220565861452
grok-2-mini-2024-08-13,1311.0996501767781,1334.9169492610904,1271.8722395808645,1320.084126062417,1247.7736829916323,1292.2612565095935,1322.7521896367398,1291.2283875532705,1303.6567055478765,1314.6375954972818,1302.1861915325576,1263.1208317723651,1328.200364765899,1333.0023939689113,1284.353020640716,1344.7330732593553,1329.6998029983074,1293.1355437731686,1282.0929690122423,1234.1937214625873,1226.5057391866317,1316.1301078517727,1272.0650116625707,1296.618532370617,1307.7024829534116,1295.5632770975415,1307.495249874411
grok-3-mini-beta,1375.669393194933,1387.0510618903122,1335.2647215466877,1370.1013532794436,1320.4066987778272,1375.579786682083,1359.70639845927,1326.9183179191714,1370.2387244286356,1381.9418229104176,1345.1450560958897,1321.7273515146649,1355.19636162818,1371.4043903383563,1362.564098678473,1360.4293043509979,1379.6458457620695,1341.9283402205433,1353.6587084752696,1329.3905720065516,1291.3774739954358,1367.0474660329842,1369.5889979873589,1343.0986266452837,1357.3923027112914,1348.3791647120383,1374.3473684563453
grok-3-mini-high,1386.8788504067807,1390.0560372774235,1330.69973591401,1374.3736584156381,1326.9610230902067,1403.4121627748464,1347.3779226318138,1340.529718126236,1377.7527927583803,1382.7116542583171,1340.1529259376177,1328.1111969313038,1377.647436059206,1378.642927607415,1376.938774311746,1385.5699958295208,1380.2545586527008,1347.157354634157,1363.3509547581552,1311.8299736188908,1328.1570826483396,1378.1423131408294,1389.135762360696,1348.6002305800844,1362.7009544935254,1352.5310155072266,1352.6860554676123
grok-3-preview-02-24,1436.2136347548217,1443.245080281644,1400.8944795650432,1420.7187445309871,1400.1748092427858,1407.0681397108815,1454.7346118314042,1413.2269011180574,1426.249918713313,1433.841588889629,1399.9274063594987,1397.0250135781257,1419.6062368930268,1417.1556226184623,1392.8035415599682,1443.3771509009805,1434.0512447068625,1406.5606392746652,1405.8605046767218,1376.1733269464692,1352.8260023296812,1429.7981782425923,1375.9833066131603,1409.1073929234296,1411.7261758837633,1409.9918332722743,1397.445245274195
grok-4-0709,1433.927997850558,1435.9434810748526,1397.6910215355983,1419.6504242016206,1395.5597813553636,1432.209068538139,1430.9556039667898,1414.8059024759684,1420.4047312821683,1425.212259181157,1394.0867461826763,1387.6117320998997,1421.2282187202204,1435.2966626485102,1434.582098635199,1440.0100945380227,1424.729127555956,1398.8962509993157,1397.5812070805785,1382.0017864175609,1362.3975682306407,1417.1701871331165,1427.9409333556073,1412.2876167135655,1410.1810101527808,1415.1215897354218,1407.6957528144599
grok-4-1-fast-reasoning,1461.9364744354696,1462.0693331752884,1411.598533740619,1442.2206808313936,1424.5696522709657,1437.6452463443281,1444.6574921817455,1407.0631297588673,1441.7951150593078,1444.7079968195528,1417.1183678083594,1400.9922561493624,1426.7423449898365,1449.5256084113225,1421.906974246008,1447.0375016392036,1458.6804943997547,1404.989558202251,1399.5232671497477,1364.057315539066,1388.0658679469484,1423.651199763324,1419.0952667206059,1415.4724962153011,1431.1160454195306,1405.8784428776146,1436.788046106604
grok-4-fast-chat,1483.5493488054888,1457.5417745346922,1385.5239348424552,1429.912823396148,1410.8857010769918,1424.0987191946758,,,1432.7125242997358,1445.1300311441446,1403.5274256274424,1386.999144968029,1423.5735844524386,1435.8407830140936,1443.2731509269909,1447.7161175944134,1459.1627607711362,1394.7792230452264,1400.4197574606333,,1343.5619948180172,1422.17183533894,1423.2020035047608,1424.6377317533438,1420.7494739035933,1397.2614845669652,1426.2693250970453
grok-4-fast-reasoning,1444.173831157037,1438.2664885484187,1382.6281757872716,1414.6486851137622,1387.7053321023725,1418.9750417888429,1441.9312026496898,1383.8837732861955,1413.438780709898,1424.0122014449335,1400.6421977048278,1368.7941804417983,1424.001883763278,1433.5297496992216,1413.6974012067958,1436.2397014102673,1425.9978204977974,1388.1021335945297,1389.281874042623,1356.4652977255116,1352.2440833155495,1412.5353253576136,1410.8681912368422,1406.491779682251,1404.4667778489404,1398.9197340376911,1413.4270841070454
grok-4.1,1509.6584659039215,1492.5213089080835,1431.235571903111,1472.2848272749104,1468.3269345429387,1456.8115472877832,1479.2274117331272,1464.5992439608292,1475.5689576493317,1479.9278382117207,1468.6742260720332,1430.7189347123717,1474.8347701205657,1484.9174399470712,1424.355631271922,1493.1396611670132,1490.2496702965473,1426.6773224445853,1432.9292229077178,1438.484697358539,1445.602092734212,1450.3064947611317,1426.1709966684248,1462.4026956083496,1460.9821617558234,1450.199251638781,1437.7362607243065
grok-4.1-thinking,1501.4043926165575,1503.200924634626,1433.3066593416595,1477.308282661886,1480.6368361896787,1475.9013242228982,1489.976929454521,1463.5958243437235,1482.8110629660027,1482.960835903303,1467.9135831783824,1440.870951743303,1483.9779316242343,1487.3580480873047,1445.5319989680027,1508.2899201054133,1502.1323662582463,1430.8896147847477,1432.146058208802,1421.7897645084795,1443.652673650496,1451.3359026901646,1442.0028039881493,1463.6728382205715,1470.6726115215506,1466.6930237302515,1477.159805100673
grok-4.20-beta-0309-reasoning,1513.5110063990378,1521.84722937677,1452.0413569908792,1484.7874134524488,1496.503833824904,1487.511877063559,1517.093688302696,1437.822555850197,1499.9390134075102,1499.9506601236274,1478.8193998275142,1461.0895783881701,1473.486429146548,1488.2702198330783,1469.3533614633538,1494.9021731822024,1513.8898313226098,1464.4710833775353,1460.0644537995995,,1430.8671108509707,1467.604331615962,1466.3759892941712,1486.8581795033842,1480.2973846956547,1495.2244320272707,1446.096399978506
grok-4.20-beta1,1554.851277248479,1523.755425640187,1479.9666324508992,1489.8369506897834,1509.3618695702376,1482.0801430865142,1523.1987222905718,1487.077246049804,1505.0098603676136,1499.6285188617978,1490.9598730537239,1468.11024900125,1520.3559419319654,1485.3125063313369,1470.3717258412814,1522.5639505014944,1518.4338252811747,1472.784693146546,1465.200495961735,,,1479.9495807129792,1458.3354637325872,1512.745341609708,1490.3757138258227,1492.253770340156,1472.1744965889486
grok-4.20-multi-agent-beta-0309,1514.2963110058065,1523.1071988247388,1453.0873346093142,1478.9592609146005,1486.5074659277886,1511.030220822305,1504.224878013221,1431.3239515112152,1491.586092116003,1492.5473442005427,1472.9999109314078,1449.762462823007,1483.6981776425603,1482.589859022391,1487.8960865597094,1522.7525789252472,1514.5428585951709,1450.8175246677047,1447.2984514656782,,1439.5354414137023,1471.3343607184222,1471.2307042286272,1477.5729529709517,1474.527019427724,1479.5136603593235,1433.3628360511043
guanaco-33b,,1110.492616010034,1134.292213512929,1155.187377726139,973.6274506166712,,,,1103.0750556315952,1116.8462384478462,1084.54624759432,1139.8149349967935,,1164.3505776273519,1073.853999675606,,1115.7663480695935,1120.8045210296045,1061.3511046542835,,,,1078.525493374413,1069.5949856123268,1126.00848451646,,
hunyuan-large-2025-02-10,1389.346417839332,1366.3466932697042,1302.7335831749588,1343.1387683292894,1270.223234938063,1322.0756512654518,,,1330.3266136800848,1339.5392490348243,1291.3251140319626,1301.2539232789607,1335.3672069689387,1343.6200723972493,1324.325424439285,1392.179436782024,1357.1875175217378,1308.2641669832458,1315.0037494116045,,,1376.3402617699312,1293.2849193164875,1312.039879320629,1325.6599346353491,1301.8943211881763,
hunyuan-large-vision,1317.4141081478756,1356.869894171521,1282.0772632974904,1314.0445572887065,1233.7497476587055,1301.4551302146913,,,1303.5944579329976,1322.3499082014534,1281.8641443734602,1253.294037003225,1293.5323658975544,1307.2441974892868,1311.8939457868046,1285.2513279031887,1328.2055976203276,1289.3052058533272,1286.4033784634858,,,1315.1646908682387,1278.6014142376073,1280.7032241896457,1293.8648482043898,1278.5116478568423,
hunyuan-standard-2025-02-10,1361.5252057090097,1331.3389793918122,1276.6486369829795,1318.7773963936213,1253.0171092932599,1289.6461027318514,,,1310.4331189557488,1322.499799439358,1301.3568649899682,1258.3261289033185,1339.9137752938698,1333.8701629863917,1307.7323975372342,1364.5048686509977,1335.4030469550771,1291.7735052146404,1280.7231645854065,,,1333.1569873031726,1289.781901873972,1300.273829840658,1310.671174110907,1293.5255506287722,
hunyuan-standard-256k,1295.0618280783306,1299.6976735720918,1194.6887850372657,1244.645178498249,1124.6925652735224,,,,1270.126418395339,1276.9337637816498,1225.1906962984012,1185.5582137352076,,1244.1859883305565,1265.6838375314467,,1277.2393448100265,1207.210703319553,1242.0646369905808,,,1269.9278440683834,1249.7905729106155,1207.888661596467,1232.9690059095724,1191.929553086644,
hunyuan-t1-20250711,1423.3255482137733,1399.7697852600706,1379.0406328267281,1385.5887181473895,1361.260104229054,1402.8428759561707,,,1398.7445047744761,1398.5960830113768,1363.4928488941537,1340.9962270316528,1406.2556490894294,1420.1452094071885,1386.5508317366905,1442.7585128987355,1408.7569945828272,1369.8034850107474,1375.650509706171,,1377.4387093318246,1390.3127895672174,1402.347033726192,1389.0645317969413,1387.1549687783508,1376.0210702423085,
hunyuan-turbo-0110,1399.9295127806786,1371.7001128879824,1302.2263373025776,1358.4625210281679,1288.5573269051565,,,,1348.6116832159391,1368.987659886599,1349.3026207472724,1300.9333361000552,,1365.455983850697,1311.3439621614405,,1374.800431298584,1321.8339326537985,1312.7938515608778,,,1342.6205517709877,1279.2766779987026,1326.9653291104942,1340.2137806651044,1331.6571562959512,
hunyuan-turbos-20250226,1367.3079527654058,1399.3241175374596,1302.8385159955678,1362.0909418743177,1307.8347967936102,,,,1367.6864856493112,1382.070239759684,1369.8295982739164,1286.2159326676056,,1360.5684993599716,1302.382544207078,,1398.041568408663,1331.5944467923218,1349.7904998143808,,,1354.7688610409036,1301.6208094891351,1343.633981752138,1348.4435192984379,1341.1726290400825,
